GISJOIN,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,AH1PE001
GIS Join Match Code,County Name,County Code,Census Tract Code,Block Group Code,Estimates: Area Name,Estimates: Total,Estimates: Not Hispanic or Latino,Estimates: Not Hispanic or Latino: White alone,Estimates: Not Hispanic or Latino: Black or African American alone,Estimates: Not Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Not Hispanic or Latino: Asian alone,Estimates: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Not Hispanic or Latino: Some other race alone,Estimates: Not Hispanic or Latino: Two or more races,Estimates: Not Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Not Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Hispanic or Latino,Estimates: Hispanic or Latino: White alone,Estimates: Hispanic or Latino: Black or African American alone,Estimates: Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Hispanic or Latino: Asian alone,Estimates: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Hispanic or Latino: Some other race alone,Estimates: Hispanic or Latino: Two or more races,Estimates: Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
G06004101290002,Marin County,41,129000,2,"Block Group 2, Census Tract 1290, Marin County, California",1494,1008,300,443,0,76,0,35,154,0,154,486,257,0,0,0,0,229,0,0,0,38580
G06004101302011,Marin County,41,130201,1,"Block Group 1, Census Tract 1302.01, Marin County, California",1098,990,938,17,20,12,3,0,0,0,0,108,108,0,0,0,0,0,0,0,0,130500
G06004101302012,Marin County,41,130201,2,"Block Group 2, Census Tract 1302.01, Marin County, California",1336,1197,1134,19,0,36,0,0,8,0,8,139,95,0,8,0,0,17,19,19,0,135385
G06004101302013,Marin County,41,130201,3,"Block Group 3, Census Tract 1302.01, Marin County, California",1043,1016,970,0,0,30,16,0,0,0,0,27,27,0,0,0,0,0,0,0,0,131295
G06004101302021,Marin County,41,130202,1,"Block Group 1, Census Tract 1302.02, Marin County, California",669,669,608,0,0,34,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,118214
G06004101302022,Marin County,41,130202,2,"Block Group 2, Census Tract 1302.02, Marin County, California",750,696,654,0,0,0,0,0,42,0,42,54,34,0,0,0,0,20,0,0,0,105139
G06004101302023,Marin County,41,130202,3,"Block Group 3, Census Tract 1302.02, Marin County, California",1831,1569,1415,86,0,59,0,0,9,0,9,262,110,0,0,0,0,152,0,0,0,98571
G06004101302024,Marin County,41,130202,4,"Block Group 4, Census Tract 1302.02, Marin County, California",982,962,851,62,0,38,0,11,0,0,0,20,20,0,0,0,0,0,0,0,0,138512
G06004101311001,Marin County,41,131100,1,"Block Group 1, Census Tract 1311, Marin County, California",237,213,213,0,0,0,0,0,0,0,0,24,12,0,0,0,0,12,0,0,0,
G06004101311002,Marin County,41,131100,2,"Block Group 2, Census Tract 1311, Marin County, California",425,416,400,0,0,5,0,0,11,0,11,9,0,0,0,0,0,9,0,0,0,124250
G06004101311003,Marin County,41,131100,3,"Block Group 3, Census Tract 1311, Marin County, California",461,461,455,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,101923
G06004101321001,Marin County,41,132100,1,"Block Group 1, Census Tract 1321, Marin County, California",703,681,654,7,0,0,0,0,20,0,20,22,7,0,0,0,0,15,0,0,0,119934
G06004101321002,Marin County,41,132100,2,"Block Group 2, Census Tract 1321, Marin County, California",1233,1172,1047,0,0,35,0,0,90,6,84,61,61,0,0,0,0,0,0,0,0,56250
G06004101322001,Marin County,41,132200,1,"Block Group 1, Census Tract 1322, Marin County, California",520,498,482,0,0,10,0,6,0,0,0,22,22,0,0,0,0,0,0,0,0,58214
G06004101322002,Marin County,41,132200,2,"Block Group 2, Census Tract 1322, Marin County, California",640,622,622,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,68125
G06004101322003,Marin County,41,132200,3,"Block Group 3, Census Tract 1322, Marin County, California",663,485,407,10,0,0,0,68,0,0,0,178,46,0,18,0,0,114,0,0,0,69615
G06004101330001,Marin County,41,133000,1,"Block Group 1, Census Tract 1330, Marin County, California",1020,938,877,0,31,18,0,7,5,0,5,82,66,0,0,0,0,14,2,0,2,87554
G06004101330002,Marin County,41,133000,2,"Block Group 2, Census Tract 1330, Marin County, California",739,594,572,10,0,12,0,0,0,0,0,145,79,0,0,0,0,66,0,0,0,107083
G06004101330003,Marin County,41,133000,3,"Block Group 3, Census Tract 1330, Marin County, California",822,661,526,0,0,35,0,59,41,0,41,161,65,0,0,0,0,96,0,0,0,83289
G06004101330004,Marin County,41,133000,4,"Block Group 4, Census Tract 1330, Marin County, California",410,340,340,0,0,0,0,0,0,0,0,70,27,0,0,0,0,43,0,0,0,
G06004109901000,Marin County,41,990100,0,"Block Group 0, Census Tract 9901, Marin County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G06004300001011,Mariposa County,43,101,1,"Block Group 1, Census Tract 1.01, Mariposa County, California",1174,1096,1007,49,32,8,0,0,0,0,0,78,46,0,0,0,0,10,22,0,22,55742
G06004300001012,Mariposa County,43,101,2,"Block Group 2, Census Tract 1.01, Mariposa County, California",921,874,844,0,0,2,0,0,28,0,28,47,47,0,0,0,0,0,0,0,0,34205
G06004300001013,Mariposa County,43,101,3,"Block Group 3, Census Tract 1.01, Mariposa County, California",1118,979,696,59,176,0,0,0,48,0,48,139,80,0,22,0,0,7,30,0,30,44469
G06004300001014,Mariposa County,43,101,4,"Block Group 4, Census Tract 1.01, Mariposa County, California",678,598,545,36,0,6,0,0,11,0,11,80,74,0,0,0,0,6,0,0,0,34432
G06004300001021,Mariposa County,43,102,1,"Block Group 1, Census Tract 1.02, Mariposa County, California",1354,1266,1221,22,17,0,0,0,6,0,6,88,73,0,0,0,0,15,0,0,0,47222
G06004300001022,Mariposa County,43,102,2,"Block Group 2, Census Tract 1.02, Mariposa County, California",1253,1164,1122,0,11,0,0,0,31,0,31,89,68,0,21,0,0,0,0,0,0,44961
G06004300002001,Mariposa County,43,200,1,"Block Group 1, Census Tract 2, Mariposa County, California",2147,1638,1469,0,0,12,0,0,157,0,157,509,440,0,8,0,0,61,0,0,0,47904
G06004300002002,Mariposa County,43,200,2,"Block Group 2, Census Tract 2, Mariposa County, California",408,401,377,0,0,0,0,0,24,0,24,7,7,0,0,0,0,0,0,0,0,41250
G06004300002003,Mariposa County,43,200,3,"Block Group 3, Census Tract 2, Mariposa County, California",485,432,365,9,28,0,0,0,30,0,30,53,53,0,0,0,0,0,0,0,0,46653
G06004300003011,Mariposa County,43,301,1,"Block Group 1, Census Tract 3.01, Mariposa County, California",691,608,579,0,21,1,0,0,7,0,7,83,82,0,0,0,0,1,0,0,0,68242
G06004300003012,Mariposa County,43,301,2,"Block Group 2, Census Tract 3.01, Mariposa County, California",1624,1533,1363,0,0,0,24,0,146,9,137,91,33,0,0,0,0,13,45,45,0,46875
G06004300003013,Mariposa County,43,301,3,"Block Group 3, Census Tract 3.01, Mariposa County, California",1312,1142,1048,0,0,20,32,0,42,0,42,170,136,0,0,0,0,27,7,7,0,65125
G06004300003021,Mariposa County,43,302,1,"Block Group 1, Census Tract 3.02, Mariposa County, California",792,725,587,0,120,0,0,0,18,0,18,67,43,0,0,0,0,24,0,0,0,50069
G06004300003022,Mariposa County,43,302,2,"Block Group 2, Census Tract 3.02, Mariposa County, California",1007,903,889,0,0,0,0,0,14,0,14,104,84,0,0,0,0,20,0,0,0,73750
G06004300003023,Mariposa County,43,302,3,"Block Group 3, Census Tract 3.02, Mariposa County, California",893,893,849,11,0,13,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,62841
G06004300004001,Mariposa County,43,400,1,"Block Group 1, Census Tract 4, Mariposa County, California",1481,1266,1132,29,11,94,0,0,0,0,0,215,140,0,0,0,0,75,0,0,0,83125
G06004300004002,Mariposa County,43,400,2,"Block Group 2, Census Tract 4, Mariposa County, California",320,270,216,0,0,12,0,0,42,0,42,50,0,0,0,0,0,50,0,0,0,72583
G06004500101001,Mendocino County,45,10100,1,"Block Group 1, Census Tract 101, Mendocino County, California",401,347,250,1,89,0,0,0,7,0,7,54,52,0,2,0,0,0,0,0,0,45750
G06004500101002,Mendocino County,45,10100,2,"Block Group 2, Census Tract 101, Mendocino County, California",1096,957,517,10,223,0,4,29,174,0,174,139,129,1,5,0,0,2,2,2,0,32875
G06004500101003,Mendocino County,45,10100,3,"Block Group 3, Census Tract 101, Mendocino County, California",1024,765,312,13,381,2,0,0,57,0,57,259,181,0,50,0,0,0,28,0,28,35938
G06004500102001,Mendocino County,45,10200,1,"Block Group 1, Census Tract 102, Mendocino County, California",647,621,571,0,23,0,0,0,27,0,27,26,0,0,0,0,0,0,26,26,0,50299
G06004500102002,Mendocino County,45,10200,2,"Block Group 2, Census Tract 102, Mendocino County, California",629,505,462,15,4,7,0,0,17,0,17,124,100,0,0,0,0,21,3,0,3,28021
G06004500102003,Mendocino County,45,10200,3,"Block Group 3, Census Tract 102, Mendocino County, California",451,438,428,0,0,0,0,0,10,0,10,13,9,0,0,0,0,0,4,0,4,77386
G06004500102004,Mendocino County,45,10200,4,"Block Group 4, Census Tract 102, Mendocino County, California",733,655,548,5,18,5,0,0,79,0,79,78,67,0,0,0,0,3,8,0,8,53341
G06004500102005,Mendocino County,45,10200,5,"Block Group 5, Census Tract 102, Mendocino County, California",1254,1119,739,3,320,9,5,0,43,0,43,135,58,0,0,0,0,64,13,0,13,32962
G06004500103001,Mendocino County,45,10300,1,"Block Group 1, Census Tract 103, Mendocino County, California",766,493,493,0,0,0,0,0,0,0,0,273,129,0,144,0,0,0,0,0,0,44500
G06004500103002,Mendocino County,45,10300,2,"Block Group 2, Census Tract 103, Mendocino County, California",1971,1691,1508,52,13,40,0,29,49,0,49,280,114,7,0,0,0,136,23,0,23,50313
G06004500103003,Mendocino County,45,10300,3,"Block Group 3, Census Tract 103, Mendocino County, California",606,590,568,0,0,8,0,0,14,10,4,16,16,0,0,0,0,0,0,0,0,67361
G06004500103004,Mendocino County,45,10300,4,"Block Group 4, Census Tract 103, Mendocino County, California",678,632,625,0,0,7,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,29867
G06004500104001,Mendocino County,45,10400,1,"Block Group 1, Census Tract 104, Mendocino County, California",450,316,298,0,0,18,0,0,0,0,0,134,61,0,0,0,0,73,0,0,0,
G06004500104002,Mendocino County,45,10400,2,"Block Group 2, Census Tract 104, Mendocino County, California",444,435,428,0,7,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,40875
G06004500104003,Mendocino County,45,10400,3,"Block Group 3, Census Tract 104, Mendocino County, California",1144,583,526,18,0,2,21,0,16,0,16,561,182,0,69,0,0,255,55,55,0,35114
G06004500104004,Mendocino County,45,10400,4,"Block Group 4, Census Tract 104, Mendocino County, California",1280,1179,1028,43,38,42,0,0,28,0,28,101,91,0,0,0,0,10,0,0,0,61750
G06004500105001,Mendocino County,45,10500,1,"Block Group 1, Census Tract 105, Mendocino County, California",1452,719,636,0,0,0,0,13,70,11,59,733,470,0,0,0,0,204,59,59,0,36689
G06004500105002,Mendocino County,45,10500,2,"Block Group 2, Census Tract 105, Mendocino County, California",799,334,260,7,7,29,25,0,6,0,6,465,169,0,0,0,0,296,0,0,0,55455
G06004500105003,Mendocino County,45,10500,3,"Block Group 3, Census Tract 105, Mendocino County, California",1475,1157,1026,32,21,3,0,0,75,0,75,318,201,0,7,0,0,47,63,0,63,65789
G06004500105004,Mendocino County,45,10500,4,"Block Group 4, Census Tract 105, Mendocino County, California",780,730,719,0,0,0,0,0,11,0,11,50,50,0,0,0,0,0,0,0,0,25325
G06004500106001,Mendocino County,45,10600,1,"Block Group 1, Census Tract 106, Mendocino County, California",688,594,580,0,0,14,0,0,0,0,0,94,81,0,0,0,0,0,13,0,13,53304
G06004500106002,Mendocino County,45,10600,2,"Block Group 2, Census Tract 106, Mendocino County, California",3365,3053,2809,0,21,24,28,0,171,0,171,312,104,0,0,0,0,123,85,85,0,45670
G06004500106003,Mendocino County,45,10600,3,"Block Group 3, Census Tract 106, Mendocino County, California",526,526,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47181
G06004500106004,Mendocino County,45,10600,4,"Block Group 4, Census Tract 106, Mendocino County, California",1737,1549,1493,0,4,0,0,0,52,14,38,188,188,0,0,0,0,0,0,0,0,49185
G06004500107001,Mendocino County,45,10700,1,"Block Group 1, Census Tract 107, Mendocino County, California",578,338,296,0,0,0,0,0,42,0,42,240,111,0,0,0,0,129,0,0,0,30333
G06004500107002,Mendocino County,45,10700,2,"Block Group 2, Census Tract 107, Mendocino County, California",1494,1373,1142,0,52,57,0,0,122,0,122,121,121,0,0,0,0,0,0,0,0,66520
G06004500107003,Mendocino County,45,10700,3,"Block Group 3, Census Tract 107, Mendocino County, California",1036,870,870,0,0,0,0,0,0,0,0,166,122,0,0,0,0,1,43,23,20,31528
G06004500107004,Mendocino County,45,10700,4,"Block Group 4, Census Tract 107, Mendocino County, California",678,462,366,13,32,19,0,0,32,0,32,216,134,0,82,0,0,0,0,0,0,
G06004500107005,Mendocino County,45,10700,5,"Block Group 5, Census Tract 107, Mendocino County, California",1103,718,539,0,126,0,0,0,53,0,53,385,247,0,23,0,0,115,0,0,0,34511
G06004500107006,Mendocino County,45,10700,6,"Block Group 6, Census Tract 107, Mendocino County, California",943,794,719,0,34,0,0,0,41,0,41,149,99,0,0,0,0,50,0,0,0,20707
G06004500107007,Mendocino County,45,10700,7,"Block Group 7, Census Tract 107, Mendocino County, California",423,423,309,4,26,22,0,0,62,0,62,0,0,0,0,0,0,0,0,0,0,
G06004500108011,Mendocino County,45,10801,1,"Block Group 1, Census Tract 108.01, Mendocino County, California",796,785,633,0,98,27,0,0,27,0,27,11,1,0,2,0,0,5,3,2,1,29477
G06004500108012,Mendocino County,45,10801,2,"Block Group 2, Census Tract 108.01, Mendocino County, California",1191,862,795,5,7,0,0,0,55,0,55,329,311,0,6,0,0,0,12,0,12,54574
G06004500108013,Mendocino County,45,10801,3,"Block Group 3, Census Tract 108.01, Mendocino County, California",1670,1428,1334,0,21,50,0,0,23,0,23,242,242,0,0,0,0,0,0,0,0,75938
G06004500108014,Mendocino County,45,10801,4,"Block Group 4, Census Tract 108.01, Mendocino County, California",2335,1241,1031,0,205,0,0,0,5,0,5,1094,723,0,11,0,0,329,31,0,31,57045
G06004500108021,Mendocino County,45,10802,1,"Block Group 1, Census Tract 108.02, Mendocino County, California",716,549,519,8,0,7,0,0,15,0,15,167,94,4,0,0,0,7,62,11,51,53750
G06004500108022,Mendocino County,45,10802,2,"Block Group 2, Census Tract 108.02, Mendocino County, California",1224,1119,1100,0,11,0,0,4,4,0,4,105,29,0,0,0,0,26,50,0,50,54048
G06004500109001,Mendocino County,45,10900,1,"Block Group 1, Census Tract 109, Mendocino County, California",595,512,492,0,12,0,0,0,8,0,8,83,68,0,0,0,0,15,0,0,0,54432
G06004500109002,Mendocino County,45,10900,2,"Block Group 2, Census Tract 109, Mendocino County, California",294,220,201,0,0,0,0,0,19,0,19,74,74,0,0,0,0,0,0,0,0,48889
G06004500109003,Mendocino County,45,10900,3,"Block Group 3, Census Tract 109, Mendocino County, California",2663,1306,1161,3,29,94,0,0,19,0,19,1357,948,0,0,14,0,299,96,36,60,38224
G06004500109004,Mendocino County,45,10900,4,"Block Group 4, Census Tract 109, Mendocino County, California",1137,878,850,0,0,0,0,0,28,0,28,259,107,0,0,0,0,141,11,0,11,59472
G06004500110011,Mendocino County,45,11001,1,"Block Group 1, Census Tract 110.01, Mendocino County, California",1967,1847,1628,0,7,87,46,0,79,0,79,120,74,0,0,0,0,36,10,0,10,44167
G06004500110021,Mendocino County,45,11002,1,"Block Group 1, Census Tract 110.02, Mendocino County, California",1223,1213,1101,0,0,54,0,0,58,0,58,10,0,0,10,0,0,0,0,0,0,88824
G06004500110022,Mendocino County,45,11002,2,"Block Group 2, Census Tract 110.02, Mendocino County, California",735,735,634,0,19,25,0,0,57,0,57,0,0,0,0,0,0,0,0,0,0,71572
G06004500110023,Mendocino County,45,11002,3,"Block Group 3, Census Tract 110.02, Mendocino County, California",1084,1036,957,0,0,79,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,50151
G06004500110024,Mendocino County,45,11002,4,"Block Group 4, Census Tract 110.02, Mendocino County, California",447,404,330,0,0,7,0,67,0,0,0,43,30,0,0,0,0,0,13,0,13,
G06004500110025,Mendocino County,45,11002,5,"Block Group 5, Census Tract 110.02, Mendocino County, California",2254,1806,1685,0,16,24,0,0,81,19,62,448,327,0,0,0,0,108,13,0,13,53333
G06004500111021,Mendocino County,45,11102,1,"Block Group 1, Census Tract 111.02, Mendocino County, California",592,448,415,0,16,0,0,0,17,0,17,144,140,0,0,0,0,4,0,0,0,53000
G06004500111022,Mendocino County,45,11102,2,"Block Group 2, Census Tract 111.02, Mendocino County, California",1662,1178,785,24,284,31,0,0,54,0,54,484,373,0,17,0,0,16,78,2,76,51466
G06004500111023,Mendocino County,45,11102,3,"Block Group 3, Census Tract 111.02, Mendocino County, California",1843,1648,1639,0,0,9,0,0,0,0,0,195,195,0,0,0,0,0,0,0,0,48724
G06004500112001,Mendocino County,45,11200,1,"Block Group 1, Census Tract 112, Mendocino County, California",1079,867,867,0,0,0,0,0,0,0,0,212,203,0,9,0,0,0,0,0,0,55556
G06004500112002,Mendocino County,45,11200,2,"Block Group 2, Census Tract 112, Mendocino County, California",1014,587,502,17,0,0,0,0,68,0,68,427,359,0,3,0,0,65,0,0,0,37368
G06004500112003,Mendocino County,45,11200,3,"Block Group 3, Census Tract 112, Mendocino County, California",852,365,354,0,0,0,0,0,11,0,11,487,467,0,0,0,0,20,0,0,0,40329
G06004500113001,Mendocino County,45,11300,1,"Block Group 1, Census Tract 113, Mendocino County, California",2337,1265,1012,6,157,35,0,0,55,0,55,1072,798,0,1,0,0,73,200,5,195,27007
G06004500113002,Mendocino County,45,11300,2,"Block Group 2, Census Tract 113, Mendocino County, California",2812,1710,1544,11,0,113,0,0,42,0,42,1102,844,10,19,0,0,89,140,19,121,52935
G06004500113003,Mendocino County,45,11300,3,"Block Group 3, Census Tract 113, Mendocino County, California",782,595,587,0,0,8,0,0,0,0,0,187,91,0,0,0,0,96,0,0,0,44167
G06004500114001,Mendocino County,45,11400,1,"Block Group 1, Census Tract 114, Mendocino County, California",418,380,368,0,12,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,0,70156
G06004500114002,Mendocino County,45,11400,2,"Block Group 2, Census Tract 114, Mendocino County, California",984,916,801,14,10,6,0,4,81,0,81,68,21,15,0,0,0,18,14,0,14,85938
G06004500114003,Mendocino County,45,11400,3,"Block Group 3, Census Tract 114, Mendocino County, California",884,713,684,0,0,0,0,0,29,0,29,171,25,0,0,0,0,130,16,16,0,64583
G06004500114004,Mendocino County,45,11400,4,"Block Group 4, Census Tract 114, Mendocino County, California",448,433,359,16,21,0,0,0,37,0,37,15,15,0,0,0,0,0,0,0,0,50909
G06004500114005,Mendocino County,45,11400,5,"Block Group 5, Census Tract 114, Mendocino County, California",786,718,706,6,0,6,0,0,0,0,0,68,63,0,0,0,0,5,0,0,0,73438
G06004500114006,Mendocino County,45,11400,6,"Block Group 6, Census Tract 114, Mendocino County, California",871,720,481,0,0,49,0,0,190,0,190,151,118,0,0,0,0,0,33,0,33,
G06004500115001,Mendocino County,45,11500,1,"Block Group 1, Census Tract 115, Mendocino County, California",1611,1160,873,96,42,22,0,0,127,0,127,451,274,0,117,0,0,54,6,6,0,29813
G06004500115002,Mendocino County,45,11500,2,"Block Group 2, Census Tract 115, Mendocino County, California",1976,1276,1129,0,61,0,56,0,30,0,30,700,364,0,0,0,0,336,0,0,0,56827
G06004500115003,Mendocino County,45,11500,3,"Block Group 3, Census Tract 115, Mendocino County, California",1277,770,648,0,9,113,0,0,0,0,0,507,507,0,0,0,0,0,0,0,0,64963
G06004500115004,Mendocino County,45,11500,4,"Block Group 4, Census Tract 115, Mendocino County, California",561,298,216,0,0,1,0,0,81,0,81,263,197,0,16,0,0,0,50,1,49,30922
G06004500115005,Mendocino County,45,11500,5,"Block Group 5, Census Tract 115, Mendocino County, California",1300,777,709,0,9,13,0,0,46,0,46,523,207,0,0,0,0,316,0,0,0,38516
G06004500116001,Mendocino County,45,11600,1,"Block Group 1, Census Tract 116, Mendocino County, California",1145,429,336,23,0,0,0,0,70,0,70,716,716,0,0,0,0,0,0,0,0,
G06004500116002,Mendocino County,45,11600,2,"Block Group 2, Census Tract 116, Mendocino County, California",1943,1217,1052,0,41,0,0,0,124,0,124,726,466,23,0,0,0,236,1,0,1,34153
G06004500116003,Mendocino County,45,11600,3,"Block Group 3, Census Tract 116, Mendocino County, California",1162,186,186,0,0,0,0,0,0,0,0,976,756,0,144,0,0,0,76,76,0,27353
G06004500116004,Mendocino County,45,11600,4,"Block Group 4, Census Tract 116, Mendocino County, California",1633,1076,906,23,0,15,0,99,33,0,33,557,505,0,0,0,0,46,6,0,6,23125
G06004500117001,Mendocino County,45,11700,1,"Block Group 1, Census Tract 117, Mendocino County, California",951,900,682,0,105,72,0,0,41,0,41,51,51,0,0,0,0,0,0,0,0,69659
G06004500117002,Mendocino County,45,11700,2,"Block Group 2, Census Tract 117, Mendocino County, California",1175,1144,956,37,49,0,1,0,101,0,101,31,30,0,0,0,0,0,1,0,1,102443
G06004500117003,Mendocino County,45,11700,3,"Block Group 3, Census Tract 117, Mendocino County, California",487,477,464,0,0,13,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,59417
G06004500117004,Mendocino County,45,11700,4,"Block Group 4, Census Tract 117, Mendocino County, California",1156,728,466,45,10,141,0,0,66,0,66,428,128,0,0,0,0,300,0,0,0,64444
G06004500117005,Mendocino County,45,11700,5,"Block Group 5, Census Tract 117, Mendocino County, California",466,333,311,10,0,0,0,0,12,0,12,133,104,0,0,0,0,29,0,0,0,80500
G06004500118001,Mendocino County,45,11800,1,"Block Group 1, Census Tract 118, Mendocino County, California",1267,981,781,0,154,23,0,0,23,0,23,286,124,0,113,0,0,24,25,0,25,62708
G06004500118002,Mendocino County,45,11800,2,"Block Group 2, Census Tract 118, Mendocino County, California",1041,893,821,0,9,63,0,0,0,0,0,148,137,0,0,0,0,0,11,0,11,51750
G06004509901000,Mendocino County,45,990100,0,"Block Group 0, Census Tract 9901, Mendocino County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G06004700002011,Merced County,47,201,1,"Block Group 1, Census Tract 2.01, Merced County, California",2831,1189,1011,35,91,12,0,0,40,0,40,1642,480,11,8,23,0,1093,27,15,12,47550
G06004700002012,Merced County,47,201,2,"Block Group 2, Census Tract 2.01, Merced County, California",772,371,314,0,11,46,0,0,0,0,0,401,190,0,0,2,0,199,10,0,10,51875
G06004700002021,Merced County,47,202,1,"Block Group 1, Census Tract 2.02, Merced County, California",1778,591,511,0,0,64,0,0,16,0,16,1187,455,0,0,0,0,672,60,60,0,41329
G06004700002031,Merced County,47,203,1,"Block Group 1, Census Tract 2.03, Merced County, California",1362,479,269,0,0,65,0,118,27,0,27,883,368,0,0,0,0,514,1,1,0,51114
G06004700002032,Merced County,47,203,2,"Block Group 2, Census Tract 2.03, Merced County, California",4698,1138,743,0,0,266,0,0,129,0,129,3560,1297,0,0,0,0,2117,146,146,0,70966
G06004700002033,Merced County,47,203,3,"Block Group 3, Census Tract 2.03, Merced County, California",922,202,202,0,0,0,0,0,0,0,0,720,293,114,0,0,0,313,0,0,0,28032
